Index;t;x;y
0,000000000;0,000000000;3,000000000;1,000000000
1,000000000;0,114765116;3,035932641;0,975166875
2,000000000;0,218826133;3,071119494;0,953360021
3,000000000;0,325765616;3,109875313;0,931642012
4,000000000;0,435589954;3,152434015;0,910056053
5,000000000;0,548539894;3,199143809;0,888601221
6,000000000;0,664881213;3,250405689;0,867277891
7,000000000;0,784914070;3,306685695;0,846087020
8,000000000;0,908973595;3,368525511;0,825031308
9,000000000;1,037427958;3,436553396;0,804116836
10,000000000;1,170675470;3,511496100;0,783354827
11,000000000;1,309130935;3,594185830;0,762764920
12,000000000;1,453194905;3,685555549;0,742380285
13,000000000;1,603202879;3,786615432;0,722254075
14,000000000;1,759337390;3,898390292;0,702468209
15,000000000;1,921505794;4,021804766;0,683142077
16,000000000;2,089209198;4,157518888;0,664436473
17,000000000;2,261478286;4,305768303;0,646544639
18,000000000;2,436972557;4,466316721;0,629665346
19,000000000;2,614300068;4,638641908;0,613962385
20,000000000;2,792444937;4,822338059;0,599531002
21,000000000;2,971143711;5,017621392;0,586387307
22,000000000;3,149780018;5,224233583;0,574566377
23,000000000;3,320103612;5,432181305;0,564513428
24,000000000;3,482962414;5,641306292;0,556009213
25,000000000;3,639262773;5,851721062;0,548867228
26,000000000;3,789747087;6,063505434;0,542939567
27,000000000;3,935024622;6,276700931;0,538107823
28,000000000;4,075601072;6,491315724;0,534276181
29,000000000;4,211900168;6,707328185;0,531366426
30,000000000;4,344280984;6,924691481;0,529314232
31,000000000;4,473050859;7,143337036;0,528066404
32,000000000;4,596728719;7,360069296;0,527580565
33,000000000;4,712536118;7,569003617;0,527776277
34,000000000;4,822021795;7,771858398;0,528556938
35,000000000;4,926275670;7,969810899;0,529854705
36,000000000;5,026092445;8,163686360;0,531619869
37,000000000;5,122077603;8,354089595;0,533814916
38,000000000;5,214708851;8,541480385;0,536411018
39,000000000;5,304372772;8,726216802;0,539385786
40,000000000;5,391387438;8,908580216;0,542721714
41,000000000;5,476021215;9,088799078;0,546405226
42,000000000;5,558503339;9,267060048;0,550425914
43,000000000;5,639034928;9,443523148;0,554776160
44,000000000;5,717787759;9,618312330;0,559450359
45,000000000;5,794917957;9,791540147;0,564445108
46,000000000;5,870567076;9,963306267;0,569758916
47,000000000;5,944861009;10,133691430;0,575391790
48,000000000;6,017919234;10,302775598;0,581345645
49,000000000;6,089848353;10,470620613;0,587623614
50,000000000;6,160754630;10,637297136;0,594230960
51,000000000;6,230733140;10,802857416;0,601174041
52,000000000;6,299882551;10,967368304;0,608461665
53,000000000;6,368295979;11,130888076;0,616104248
54,000000000;6,436068912;11,293483628;0,624114711
55,000000000;6,503296450;11,455222233;0,632508321
56,000000000;6,570079244;11,616184022;0,641303618
57,000000000;6,636523262;11,776459452;0,650522730
58,000000000;6,702744739;11,936158865;0,660192489
59,000000000;6,768874773;12,095420636;0,670345764
60,000000000;6,835059944;12,254408832;0,681022409
61,000000000;6,901480310;12,413351287;0,692273366
62,000000000;6,968352957;12,572540588;0,704163180
63,000000000;7,035959374;12,732388278;0,716777504
64,000000000;7,104681019;12,893491232;0,730234139
65,000000000;7,175071740;13,056771155;0,744704620
66,000000000;7,248004493;13,223757868;0,760458129
67,000000000;7,325058225;13,397351092;0,777974362
68,000000000;7,406004688;13,576085468;0,797378786
69,000000000;7,486822459;13,750272354;0,817818288
70,000000000;7,567625076;13,919577489;0,839360124
71,000000000;7,646637720;14,079850628;0,861534159
72,000000000;7,714478602;14,212834787;0,881477844
73,000000000;7,775654805;14,328743216;0,900200320
74,000000000;7,832580364;14,432910752;0,918266417
75,000000000;7,886382950;14,527869336;0,935925158
76,000000000;7,937709974;14,615096363;0,953310611
77,000000000;7,986986719;14,695574465;0,970505839
78,000000000;8,034518411;14,770014014;0,987567709
79,000000000;8,080534207;14,838952319;1,004536805
80,000000000;8,125215042;14,902814234;1,021444075
81,000000000;8,168707857;14,961944431;1,038313912
82,000000000;8,211132050;15,016624840;1,055165003
83,000000000;8,252586932;15,067091185;1,072012032
84,000000000;8,293161178;15,113549004;1,088868662
85,000000000;8,332928647;15,156171803;1,105745213
86,000000000;8,371952852;15,195109631;1,122649920
87,000000000;8,410293398;15,230497646;1,139591323
88,000000000;8,448001774;15,262453340;1,156576156
89,000000000;8,485124309;15,291081047;1,173610353
90,000000000;8,521702570;15,316473556;1,190698991
91,000000000;8,557775519;15,338714649;1,207847113
92,000000000;8,593378054;15,357878906;1,225058895
93,000000000;8,628541684;15,374033163;1,242337797
94,000000000;8,663297892;15,387238627;1,259688109
95,000000000;8,697670570;15,397548590;1,277111071
96,000000000;8,731689327;15,405013570;1,294611465
97,000000000;8,765378223;15,409677646;1,312191892
98,000000000;8,798758637;15,411580518;1,329854082
99,000000000;8,831855413;15,410758000;1,347602101
100,000000000;8,864688339;15,407241678;1,365437796
101,000000000;8,897276877;15,401059737;1,383363222
102,000000000;8,929641805;15,392236445;1,401381535
103,000000000;8,961800381;15,380793405;1,419494280
104,000000000;8,993771503;15,366748427;1,437704211
105,000000000;9,025570935;15,350117459;1,456012565
106,000000000;9,057216587;15,330912388;1,474422029
107,000000000;9,088727317;15,309140962;1,492936084
108,000000000;9,120118819;15,284809696;1,511556552
109,000000000;9,151405441;15,257923532;1,530284577
110,000000000;9,182606850;15,228479810;1,549124613
111,000000000;9,213735337;15,196479600;1,568076767
112,000000000;9,244811544;15,161912659;1,587146285
113,000000000;9,275851597;15,124769864;1,606335726
114,000000000;9,306871253;15,085039657;1,625647423
115,000000000;9,337888474;15,042704624;1,645085055
116,000000000;9,368917760;14,997749067;1,664650072
117,000000000;9,399982646;14,950140865;1,684349537
118,000000000;9,431100146;14,899853567;1,704186293
119,000000000;9,462290725;14,846851873;1,724165207
120,000000000;9,493574695;14,791096898;1,744290847
121,000000000;9,524975798;14,732539568;1,764569729
122,000000000;9,556514849;14,671132032;1,785006166
123,000000000;9,588221713;14,606804285;1,805609955
124,000000000;9,620120347;14,539492900;1,826386612
125,000000000;9,652241907;14,469114486;1,847345786
126,000000000;9,684620241;14,395573534;1,868498238
127,000000000;9,717289840;14,318766652;1,889854379
128,000000000;9,750294414;14,238561606;1,911429716
129,000000000;9,783680075;14,154811613;1,933240211
130,000000000;9,817498850;14,067345877;1,955304337
131,000000000;9,851814181;13,975953225;1,977646366
132,000000000;9,886698485;13,880385513;2,000294361
133,000000000;9,922236768;13,780345100;2,023282014
134,000000000;9,958537338;13,675450277;2,046654838
135,000000000;9,995732103;13,565227606;2,070469305
136,000000000;10,033997460;13,449041537;2,094804697
137,000000000;10,073564302;13,326050053;2,119767064
138,000000000;10,114758262;13,195060147;2,145510851
139,000000000;10,158071402;13,054264853;2,172276920
140,000000000;10,204330762;12,900628001;2,200483202
141,000000000;10,255172407;12,728155483;2,230981389
142,000000000;10,315151890;12,520234811;2,266212519
143,000000000;10,369011233;12,329840444;2,297089626
144,000000000;10,427995531;12,117803885;2,330004679
145,000000000;10,478414082;11,934016819;2,357336347
146,000000000;10,524481386;11,764333655;2,381619426
147,000000000;10,568147473;11,602177001;2,403996476
148,000000000;10,610220407;11,444922047;2,424941015
149,000000000;10,651140882;11,291197669;2,444708910
150,000000000;10,691194537;11,140150994;2,463462125
151,000000000;10,730579897;10,991218142;2,481309630
152,000000000;10,769448837;10,843985543;2,498330727
153,000000000;10,807918473;10,698153250;2,514583033
154,000000000;10,846085289;10,553486751;2,530110427
155,000000000;10,884032375;10,409793194;2,544947141
156,000000000;10,921828350;10,266928058;2,559118187
157,000000000;10,959534813;10,124768827;2,572642942
158,000000000;10,997210632;9,983200432;2,585536996
159,000000000;11,034905837;9,842139436;2,597810313
160,000000000;11,072668182;9,701510334;2,609469832
161,000000000;11,110546120;9,561235478;2,620520415
162,000000000;11,148584451;9,421252175;2,630963563
163,000000000;11,186828790;9,281496959;2,640798781
164,000000000;11,225323946;9,141912433;2,650023084
165,000000000;11,264116456;9,002438908;2,658631577
166,000000000;11,303253195;8,863020397;2,666617004
167,000000000;11,342783329;8,723598608;2,673970047
168,000000000;11,382760818;8,584105424;2,680679511
169,000000000;11,423244817;8,444463256;2,686731945
170,000000000;11,464293519;8,304607783;2,692110427
171,000000000;11,505975355;8,164451215;2,696795825
172,000000000;11,548370980;8,023878951;2,700766052
173,000000000;11,591563218;7,882786202;2,703994296
174,000000000;11,635655839;7,741019835;2,706449740
175,000000000;11,680768475;7,598401170;2,708095494
176,000000000;11,727043490;7,454710941;2,708887203
177,000000000;11,774657230;7,309664030;2,708770794
178,000000000;11,823834753;7,162878924;2,707678778
179,000000000;11,874870713;7,013836590;2,705524420
180,000000000;11,927865561;6,862652456;2,702213962
181,000000000;11,981704530;6,712817689;2,697761583
182,000000000;12,036494745;6,564237324;2,692137329
183,000000000;12,092338788;6,416852221;2,685307080
184,000000000;12,149350473;6,270597869;2,677231077
185,000000000;12,207657658;6,125401892;2,667862913
186,000000000;12,267406680;5,981178964;2,657148010
187,000000000;12,328764672;5,837832704;2,645022199
188,000000000;12,391928011;5,695245109;2,631408873
189,000000000;12,457129197;5,553273480;2,616215867
190,000000000;12,519158301;5,423043568;2,600745801
191,000000000;12,578632641;5,302522033;2,585035134
192,000000000;12,636344589;5,189559034;2,569015379
193,000000000;12,692774329;5,082826445;2,552656409
194,000000000;12,748237553;4,981431941;2,535947319
195,000000000;12,802957229;4,884733203;2,518886830
196,000000000;12,857099784;4,792243583;2,501478665
197,000000000;12,910794584;4,703580477;2,483729304
198,000000000;12,964145672;4,618434038;2,465646696
199,000000000;13,017240082;4,536545940;2,447239191
200,000000000;13,070147630;4,457703881;2,428516868
201,000000000;13,122931692;4,381720928;2,409488693
202,000000000;13,175645283;4,308438493;2,390164544
203,000000000;13,228334971;4,237718033;2,370554362
204,000000000;13,281044065;4,169434960;2,350667365
205,000000000;13,333811309;4,103479072;2,330512832
206,000000000;13,386669232;4,039755121;2,310101037
207,000000000;13,439651053;3,978173277;2,289440812
208,000000000;13,492786127;3,918654030;2,268541459
209,000000000;13,546102318;3,861124638;2,247411992
210,000000000;13,599626058;3,805518571;2,226061225
211,000000000;13,653381745;3,751775638;2,204498127
212,000000000;13,707392567;3,699840660;2,182731581
213,000000000;13,761681327;3,649662361;2,160770137
214,000000000;13,816270107;3,601193461;2,138622205
215,000000000;13,871179168;3,554391350;2,116296569
216,000000000;13,926430358;3,509214940;2,093801052
217,000000000;13,982042254;3,465628566;2,071144541
218,000000000;14,038035047;3,423597768;2,048335040
219,000000000;14,094427969;3,383091282;2,025380754
220,000000000;14,151239733;3,344080524;2,002289947
221,000000000;14,208489318;3,306538938;1,979070649
222,000000000;14,266195114;3,270442501;1,955731036
223,000000000;14,324375689;3,235769133;1,932279140
224,000000000;14,383049375;3,202498906;1,908723047
225,000000000;14,442234665;3,170613755;1,885070751
226,000000000;14,501950489;3,140097326;1,861330071
227,000000000;14,562214933;3,110935598;1,837509182
228,000000000;14,623046642;3,083116118;1,813616068
229,000000000;14,684465204;3,056627888;1,789658399
230,000000000;14,746489529;3,031462094;1,765644182
231,000000000;14,809139073;3,007611555;1,741581298
232,000000000;14,872433044;2,985071044;1,717477826
233,000000000;14,936392207;2,963836672;1,693341364
234,000000000;15,001036959;2,943906636;1,669179792
235,000000000;15,066388397;2,925280879;1,645000875
236,000000000;15,132468510;2,907961125;1,620812219
237,000000000;15,199299703;2,891951092;1,596621464
238,000000000;15,266904915;2,877256527;1,572436262
239,000000000;15,335308700;2,863885079;1,548263914
240,000000000;15,404535535;2,851846769;1,524111994
241,000000000;15,474610980;2,841153848;1,499987961
242,000000000;15,545562675;2,831820822;1,475898852
243,000000000;15,617418773;2,823864868;1,451851852
244,000000000;15,690210439;2,817305738;1,427853499
245,000000000;15,763967927;2,812166360;1,403911021
246,000000000;15,838725309;2,808472623;1,380030821
247,000000000;15,914517947;2,806253896;1,356219364
248,000000000;15,991383315;2,805543250;1,332482965
249,000000000;16,069362287;2,806377806;1,308827456
250,000000000;16,148497911;2,808799149;1,285258645
251,000000000;16,228836718;2,812853773;1,261782000
252,000000000;16,310428235;2,818593558;1,238402884
253,000000000;16,393327247;2,826076498;1,215126014
254,000000000;16,477591627;2,835367194;1,191956201
255,000000000;16,563285605;2,846537903;1,168897575
256,000000000;16,650478620;2,859669311;1,145954068
257,000000000;16,739247008;2,874851751;1,123129139
258,000000000;16,829673251;2,892186202;1,100426173
259,000000000;16,921850384;2,911786444;1,077847598
260,000000000;17,015879576;2,933780210;1,055395781
261,000000000;17,111872928;2,958311552;1,033072639
262,000000000;17,209955595;2,985543554;1,010879510
263,000000000;17,310266800;3,015661192;0,000000001
264,000000000;17,412962406;3,048875120;0,000000001
265,000000000;17,518215988;3,085425619;0,000000001
266,000000000;17,626224027;3,125588695;0,000000001
267,000000000;17,737207108;3,169681853;0,000000001
268,000000000;17,851413014;3,218071562;0,000000001
269,000000000;17,969120792;3,271182533;0,000000001
270,000000000;18,090643495;3,329508106;0,000000001
271,000000000;18,216328626;3,393621294;0,000000001
272,000000000;18,346556546;3,464186487;0,000000001
273,000000000;18,481734795;3,541970461;0,000000001
274,000000000;18,622277195;3,627845006;0,000000001
275,000000000;18,768567825;3,722777241;0,000000001
276,000000000;18,920895322;3,827792152;0,000000001
277,000000000;19,079353932;3,943893385;0,000000001
278,000000000;19,243710890;4,071926229;0,000000001
279,000000000;19,413289146;4,212404918;0,000000001
280,000000000;19,586954819;4,365380847;0,000000001
281,000000000;19,763299574;4,530472620;0,000000001
282,000000000;19,941023241;4,707145801;0,000000001
283,000000000;20,119359907;4,895171507;0,000000001
284,000000000;20,298403233;5,095137007;0,000000001
285,000000000;20,473787485;5,302249509;0,000000001
286,000000000;20,641186561;5,510623362;0,000000001
287,000000000;20,801483788;5,720221090;0,000000001
288,000000000;20,955519384;5,931143347;0,000000001
289,000000000;21,103981784;6,143455115;0,000000001
290,000000000;21,247438225;6,357184698;0,000000001
291,000000000;21,386361279;6,572328502;0,000000001
292,000000000;21,521148867;6,788855348;0,000000001
293,000000000;21,652139099;7,006709562;0,000000001
294,000000000;21,779622529;7,225815082;0,000000001
295,000000000;21,900119628;7,439364731;0,000000001
296,000000000;22,013399950;7,645848205;0,000000001
297,000000000;22,120811486;7,846746319;0,000000001
298,000000000;22,223316768;8,043083575;0,000000001
299,000000000;22,321630393;8,235591470;0,000000001
300,000000000;22,416305831;8,424816714;0,000000001
301,000000000;22,507781983;8,611174692;0,000000001
302,000000000;22,596416826;8,794990869;0,000000001
303,000000000;22,682508995;8,976526652;0,000000001
304,000000000;22,766308928;9,155989074;0,000000001
305,000000000;22,848036160;9,333557424;0,000000001
306,000000000;22,927879775;9,509376706;0,000000001
307,000000000;23,006005374;9,683566452;0,000000001
308,000000000;23,082563034;9,856233540;0,000000001
309,000000000;23,157688423;10,027470911;0,000000001
310,000000000;23,231505810;10,197361148;0,000000001
311,000000000;23,304128577;10,365974838;0,000000001
312,000000000;23,375661501;10,533373369;0,000000001
313,000000000;23,446207763;10,699623309;0,000000001
314,000000000;23,515864424;10,864784080;0,000000001
315,000000000;23,584726783;11,028916480;0,000000001
316,000000000;23,652888807;11,192082102;0,000000001
317,000000000;23,720445374;11,354347059;0,000000001
318,000000000;23,787492535;11,515780933;0,000000001
319,000000000;23,854134745;11,676472336;0,000000001
320,000000000;23,920481924;11,836519732;0,000000001
321,000000000;23,986651832;11,996034595;0,000000001
322,000000000;24,052782871;12,155169055;0,000000001
323,000000000;24,119034570;12,314112737;0,000000001
324,000000000;24,185596460;12,473108186;0,000000001
325,000000000;24,252708208;12,632490429;0,000000001
326,000000000;24,320682081;12,792727191;0,000000001
327,000000000;24,389953676;12,954517115;0,000000001
328,000000000;24,461172145;13,118962501;0,000000001
329,000000000;24,535404073;13,287965446;0,000000001
330,000000000;24,614733213;13,465417494;0,000000001
331,000000000;24,695622065;13,642478786;0,000000001
332,000000000;24,776416159;13,814852786;0,000000001
333,000000000;24,857254794;13,982239704;0,000000001
334,000000000;24,931222106;14,130410292;0,000000001
335,000000000;24,996192292;14,256217044;0,000000001
336,000000000;25,055651255;14,367482103;0,000000001
337,000000000;25,111355291;14,468112832;0,000000001
338,000000000;25,164207027;14,560149126;0,000000001
339,000000000;25,214753979;14,644847777;0,000000001
340,000000000;25,263370258;14,723076241;0,000000001
341,000000000;25,310332800;14,795478618;0,000000001
342,000000000;25,355848816;14,862542989;1,010638334
343,000000000;25,400086436;14,924663470;1,027529802
344,000000000;25,443180521;14,982158375;1,044390627
345,000000000;25,485243294;15,035292638;1,061238173
346,000000000;25,526371497;15,084292231;1,078087349
347,000000000;25,566645814;15,129347573;1,094949603
348,000000000;25,606137425;15,170624693;1,111834984
349,000000000;25,644909756;15,208269281;1,128752463
350,000000000;25,683015786;15,242406339;1,145708351
351,000000000;25,720508609;15,273151585;1,162710659
352,000000000;25,757428312;15,300601466;1,179762973
353,000000000;25,793821112;15,324849566;1,196872959
354,000000000;25,829719294;15,345972692;1,214042924
355,000000000;25,865160292;15,364044828;1,231278591
356,000000000;25,900172912;15,379129324;1,248582424
357,000000000;25,934786956;15,391284954;1,265958144
358,000000000;25,969030112;15,400564493;1,283409155
359,000000000;26,002928278;15,407015329;1,300938617
360,000000000;26,036502582;15,410679740;1,318547792
361,000000000;26,069779247;15,411596481;1,336241134
362,000000000;26,102779782;15,409799447;1,354021140
363,000000000;26,135522381;15,405319177;1,371888930
364,000000000;26,168029659;15,398182058;1,389848423
365,000000000;26,200317736;15,388412117;1,407900326
366,000000000;26,232406672;15,376029139;1,426047841
367,000000000;26,264313682;15,361050396;1,444292871
368,000000000;26,296058483;15,343488567;1,462639019
369,000000000;26,327654382;15,323356668;1,481086414
370,000000000;26,359119708;15,300661964;1,499638272
371,000000000;26,390471229;15,275409388;1,518297085
372,000000000;26,421725516;15,247600901;1,537065375
373,000000000;26,452899760;15,217234717;1,555946161
374,000000000;26,484008420;15,184308730;1,574940891
375,000000000;26,515068694;15,148815189;1,594052727
376,000000000;26,546098569;15,110742035;1,613285365
377,000000000;26,577114367;15,070075929;1,632641483
378,000000000;26,608133872;15,026798504;1,652124637
379,000000000;26,639174920;14,980887954;1,671738358
380,000000000;26,670256314;14,932317636;1,691486692
381,000000000;26,701397175;14,881056854;1,711373755
382,000000000;26,732617926;14,827069103;1,731404315
383,000000000;26,763940631;14,770311041;1,751583979
384,000000000;26,795389435;14,710731132;1,771919423
385,000000000;26,826984749;14,648280721;1,792414571
386,000000000;26,858755936;14,582889152;1,813078738
387,000000000;26,890731811;14,514481108;1,833920414
388,000000000;26,922942330;14,442973331;1,854948253
389,000000000;26,955420744;14,368269487;1,876172362
390,000000000;26,988207300;14,290250327;1,897606598
391,000000000;27,021344630;14,208782931;1,919265385
392,000000000;27,054881241;14,123711401;1,941165791
393,000000000;27,088872233;14,034853386;1,963327737
394,000000000;27,123383101;13,941988017;1,985776146
395,000000000;27,158491816;13,844847150;2,008541846
396,000000000;27,194291583;13,743104032;2,031662756
397,000000000;27,230899463;13,636343751;2,055188631
398,000000000;27,268457894;13,524051909;2,079180843
399,000000000;27,307160467;13,405528168;2,103727120
400,000000000;27,347269829;13,279814638;2,128950014
401,000000000;27,389157783;13,145546226;2,155027510
402,000000000;27,433410631;13,000570298;2,182250128
403,000000000;27,481061973;12,841094522;2,211146006
404,000000000;27,534344159;12,658949883;2,242889160
405,000000000;27,601256799;12,425039258;2,281811342
406,000000000;27,654275186;12,236067452;2,311833046
407,000000000;27,708210615;12,040952033;2,341566200
408,000000000;27,756428597;11,864387169;2,367409744
409,000000000;27,801384695;11,698212862;2,390840525
410,000000000;27,844339669;11,538250553;2,412599698
411,000000000;27,885905427;11,382548880;2,433045338
412,000000000;27,926447424;11,229988985;2,452387885
413,000000000;27,966210777;11,079852592;2,470764654
414,000000000;28,005372650;10,931644781;2,488271062
415,000000000;28,044066635;10,785013153;2,504975523
416,000000000;28,082404282;10,639673197;2,520931143
417,000000000;28,120474939;10,495413411;2,536177020
418,000000000;28,158353478;10,352069195;2,550742627
419,000000000;28,196106813;10,209500430;2,564651107
420,000000000;28,233794373;10,067591471;2,577919894
421,000000000;28,271471374;9,926240177;2,590562262
422,000000000;28,309187676;9,785363389;2,602587192
423,000000000;28,346989904;9,644889858;2,614000351
424,000000000;28,384925081;9,504747650;2,624805290
425,000000000;28,423039825;9,364868144;2,635003137
426,000000000;28,461380221;9,225187379;2,644592546
427,000000000;28,499989833;9,085654051;2,653569257
428,000000000;28,538914535;8,946212677;2,661927282
429,000000000;28,578204082;8,806799211;2,669658973
430,000000000;28,617908495;8,667355102;2,676754053
431,000000000;28,658084721;8,527805162;2,683200588
432,000000000;28,698788147;8,388088662;2,688983240
433,000000000;28,740083584;8,248122871;2,694084675
434,000000000;28,782043162;8,107812967;2,698484521
435,000000000;28,824749414;7,967044644;2,702158952
436,000000000;28,868292458;7,825696840;2,705079591
437,000000000;28,912781111;7,683609734;2,707213281
438,000000000;28,958343088;7,540590621;2,708520371
439,000000000;29,005135418;7,396389264;2,708952973
440,000000000;29,053349705;7,250693095;2,708452098
441,000000000;29,103237727;7,103066021;2,706943323
442,000000000;29,155130305;6,952918193;2,704329738
443,000000000;29,208452897;6,802285196;2,700563591
444,000000000;29,262662722;6,652960581;2,695644025
445,000000000;29,317863671;6,504867542;2,689539502
446,000000000;29,374162189;6,357945933;2,682213799
447,000000000;29,431677825;6,212127131;2,673624580
448,000000000;29,490545623;6,067333344;2,663722302
449,000000000;29,550919513;5,923475697;2,652448790
450,000000000;29,612977309;5,780450306;2,639735268
451,000000000;29,676928889;5,638129808;2,625499321
452,000000000;29,740982814;5,500658002;2,610147873
453,000000000;29,801885758;5,374577172;2,594593867
454,000000000;29,860593189;5,257231213;2,578767075
455,000000000;29,917755190;5,146848211;2,562615753
456,000000000;29,973773448;5,042306256;2,546119401
457,000000000;30,028920899;4,942827371;2,529271790
458,000000000;30,083395393;4,847838160;2,512073924
459,000000000;30,137347279;4,756897133;2,494530724
460,000000000;30,190895261;4,669652614;2,476649223
461,000000000;30,244135882;4,585817156;2,458437623
462,000000000;30,297148398;4,505152720;2,439905166
463,000000000;30,350001096;4,427455884;2,421061049
464,000000000;30,402751011;4,352554550;2,401915328
465,000000000;30,455449785;4,280296566;2,382477436
466,000000000;30,508142243;4,210549711;2,362757155
467,000000000;30,560869494;4,143195738;2,342763844
468,000000000;30,613667505;4,078130856;2,322507275
469,000000000;30,666570232;4,015260601;2,301996687
470,000000000;30,719609096;3,954499712;2,281241180
471,000000000;30,772812305;3,895772072;2,260250142
472,000000000;30,826206733;3,839007884;2,239032666
473,000000000;30,879818919;3,784142201;2,217597254
474,000000000;30,933672487;3,731117196;2,195952948
475,000000000;30,987790102;3,679879622;2,174108641
476,000000000;31,042194589;3,630379516;2,152072697
477,000000000;31,096907146;3,582571635;2,129853733
478,000000000;31,151948747;3,536413901;2,107460114
479,000000000;31,207339390;3,491867858;2,084900305
480,000000000;31,263099216;3,448897570;2,062182463
481,000000000;31,319247403;3,407470362;2,039314925
482,000000000;31,375803053;3,367555976;2,016305886
483,000000000;31,432784717;3,329126803;1,993163622
484,000000000;31,490211859;3,292156818;1,969895927
485,000000000;31,548102326;3,256623173;1,946511165
486,000000000;31,606474928;3,222504433;1,923017252
487,000000000;31,665348298;3,189781293;1,899422140
488,000000000;31,724740383;3,158436761;1,875734041
489,000000000;31,784670118;3,128455218;1,851960776
490,000000000;31,845155831;3,099823252;1,828110434
491,000000000;31,906216469;3,072529009;1,804190900
492,000000000;31,967871070;3,046562470;1,780210084
493,000000000;32,030139018;3,021915338;1,756175841
494,000000000;32,093040129;2,998581035;1,732095952
495,000000000;32,156593837;2,976555011;1,707978455
496,000000000;32,220820489;2,955834283;1,683831159
497,000000000;32,285741592;2,936417474;1,659661587
498,000000000;32,351377773;2,918305478;1,635477746
499,000000000;32,417751128;2,901500796;1,611287271
500,000000000;32,484884200;2,886007935;1,587097829
501,000000000;32,552801042;2,871833258;1,562916756
502,000000000;32,621525263;2,858985514;1,538751780
503,000000000;32,691082738;2,847475388;1,514610083
504,000000000;32,761499854;2,837316012;1,490498953
505,000000000;32,832804118;2,828522984;1,466425599
506,000000000;32,905024695;2,821114478;1,442397002
507,000000000;32,978192855;2,815111438;1,418419816
508,000000000;33,052339927;2,810537959;1,394501077
509,000000000;33,127500402;2,807421267;1,370647235
510,000000000;33,203711125;2,805792134;1,346864484
511,000000000;33,281010502;2,805685206;1,323159071
512,000000000;33,359439395;2,807139301;1,299537073
513,000000000;33,439042753;2,810197864;1,276003986
514,000000000;33,519868570;2,814909463;1,252565143
